country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,cost_of_revenue,sga_expense,operating_expense,ebit,depreciation_amortization,net_interest_income,pretax_income,net_income_attr_parent,shares_basic,shares_diluted,cash_equivalents,short_term_investments,current_assets,fixed_assets,non_current_assets,current_liabilities,non_current_liabilities,common_stock,retained_earnings,total_equity,working_capital_change,other_working_capital,other_non_cash_items,operating_cash_flow,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_begin_period,capital_expenditure
US,MU,MU,2020,Q1,2019-11-28,USD,5144000000.0,3778000000.0,211000000.0,848000000.0,518000000.0,1296000000.0,-3000000.0,563000000.0,491000000.0,1107000000.0,1129000000.0,6969000000.0,619000000.0,16167000000.0,29960000000.0,33482000000.0,6317000000.0,6832000000.0,119000000.0,31218000000.0,36500000000.0,148000000.0,3000000.0,29000000.0,2011000000.0,-1189000000.0,-992000000.0,-184000000.0,7279000000.0,-1943000000.0
US,MU,MU,2020,Q2,2020-02-27,USD,4797000000.0,3442000000.0,223000000.0,915000000.0,440000000.0,1365000000.0,-12000000.0,428000000.0,405000000.0,1111000000.0,1133000000.0,7118000000.0,363000000.0,15976000000.0,30252000000.0,33672000000.0,5822000000.0,6803000000.0,119000000.0,31602000000.0,37023000000.0,119000000.0,-7000000.0,25000000.0,2001000000.0,-1710000000.0,-215000000.0,76000000.0,7095000000.0,-2056000000.0
US,MU,MU,2020,Q3,2020-05-28,USD,5438000000.0,3675000000.0,216000000.0,875000000.0,892000000.0,1422000000.0,-28000000.0,873000000.0,803000000.0,1111000000.0,1129000000.0,8267000000.0,391000000.0,17899000000.0,30680000000.0,34106000000.0,6185000000.0,8000000000.0,119000000.0,32402000000.0,37820000000.0,-280000000.0,38000000.0,-8000000.0,2023000000.0,-1952000000.0,1072000000.0,1149000000.0,7171000000.0,-1944000000.0
US,MU,MU,2020,Q4,2020-09-03,USD,6056000000.0,3988000000.0,231000000.0,911000000.0,1204000000.0,1567000000.0,-37000000.0,1126000000.0,988000000.0,1111000000.0,1131000000.0,7624000000.0,518000000.0,17965000000.0,31615000000.0,35713000000.0,6635000000.0,8047000000.0,119000000.0,33384000000.0,38996000000.0,-434000000.0,6000000.0,59000000.0,2271000000.0,-2738000000.0,-182000000.0,-630000000.0,8320000000.0,-2280000000.0
US,MU,MU,2021,Q1,2020-12-03,USD,5773000000.0,4037000000.0,214000000.0,870000000.0,874000000.0,1487000000.0,-38000000.0,854000000.0,803000000.0,1115000000.0,1135000000.0,5985000000.0,1047000000.0,16529000000.0,32806000000.0,37162000000.0,5688000000.0,8096000000.0,120000000.0,34138000000.0,39907000000.0,381000000.0,0.0,-796000000.0,1967000000.0,-3418000000.0,-214000000.0,-1638000000.0,7690000000.0,-2738000000.0
US,MU,MU,2021,Q2,2021-03-04,USD,6236000000.0,4587000000.0,214000000.0,986000000.0,668000000.0,1549000000.0,-32000000.0,651000000.0,603000000.0,1120000000.0,1144000000.0,6507000000.0,677000000.0,17279000000.0,32423000000.0,36856000000.0,5433000000.0,8039000000.0,120000000.0,34723000000.0,40663000000.0,781000000.0,0.0,27000000.0,3057000000.0,-2556000000.0,5000000.0,522000000.0,6052000000.0,-3018000000.0
US,MU,MU,2021,Q3,2021-06-03,USD,7422000000.0,4296000000.0,230000000.0,1327000000.0,2252000000.0,1557000000.0,-38000000.0,1800000000.0,1735000000.0,1121000000.0,1145000000.0,7759000000.0,590000000.0,18561000000.0,32767000000.0,37382000000.0,5462000000.0,8222000000.0,120000000.0,36452000000.0,42259000000.0,-199000000.0,21000000.0,370000000.0,3560000000.0,-2081000000.0,-228000000.0,1252000000.0,6574000000.0,-2259000000.0
US,MU,MU,2021,Q4,2021-09-02,USD,8274000000.0,4362000000.0,236000000.0,957000000.0,2953000000.0,1621000000.0,-38000000.0,2950000000.0,2720000000.0,1123000000.0,1138000000.0,7763000000.0,870000000.0,19907000000.0,33764000000.0,38942000000.0,6424000000.0,8492000000.0,122000000.0,39051000000.0,43933000000.0,-610000000.0,-75000000.0,16000000.0,3884000000.0,-2534000000.0,-1344000000.0,3000000.0,7826000000.0,-2015000000.0
US,MU,MU,2022,Q1,2021-12-02,USD,7687000000.0,4122000000.0,254000000.0,934000000.0,2674000000.0,1671000000.0,-35000000.0,2525000000.0,2306000000.0,1119000000.0,1130000000.0,8680000000.0,900000000.0,20191000000.0,35729000000.0,41055000000.0,6512000000.0,8826000000.0,122000000.0,41267000000.0,45908000000.0,-265000000.0,54000000.0,54000000.0,3938000000.0,-2485000000.0,-513000000.0,934000000.0,7829000000.0,-3265000000.0
US,MU,MU,2022,Q2,2022-03-03,USD,7786000000.0,4110000000.0,263000000.0,1130000000.0,2551000000.0,1742000000.0,-43000000.0,2518000000.0,2263000000.0,1119000000.0,1130000000.0,9116000000.0,1006000000.0,21502000000.0,36758000000.0,42194000000.0,6918000000.0,8933000000.0,122000000.0,43407000000.0,47845000000.0,-452000000.0,66000000.0,0.0,3628000000.0,-2691000000.0,-466000000.0,461000000.0,8763000000.0,-2611000000.0
US,MU,MU,2022,Q3,2022-06-02,USD,8642000000.0,4607000000.0,264000000.0,1031000000.0,2999000000.0,1821000000.0,-24000000.0,2984000000.0,2626000000.0,1112000000.0,1121000000.0,9157000000.0,1070000000.0,22708000000.0,37355000000.0,42588000000.0,7009000000.0,9006000000.0,122000000.0,45916000000.0,49281000000.0,-783000000.0,50000000.0,39000000.0,3838000000.0,-2585000000.0,-1161000000.0,37000000.0,9116000000.0,-2578000000.0
US,MU,MU,2022,Q4,2022-09-01,USD,6643000000.0,4021000000.0,280000000.0,1101000000.0,1501000000.0,1797000000.0,9000000.0,1548000000.0,1492000000.0,1097000000.0,1106000000.0,8262000000.0,1069000000.0,21781000000.0,39227000000.0,44502000000.0,7539000000.0,8837000000.0,123000000.0,47274000000.0,49907000000.0,266000000.0,-159000000.0,1000000.0,3777000000.0,-3824000000.0,-840000000.0,-922000000.0,9261000000.0,-3613000000.0
US,MU,MU,2023,Q1,2022-12-01,USD,4085000000.0,3192000000.0,251000000.0,1102000000.0,-196000000.0,1921000000.0,37000000.0,-187000000.0,-195000000.0,1090000000.0,1090000000.0,9574000000.0,1007000000.0,22921000000.0,40028000000.0,44953000000.0,6525000000.0,12043000000.0,123000000.0,46873000000.0,49306000000.0,-929000000.0,-18000000.0,0.0,943000000.0,-2266000000.0,2632000000.0,1303000000.0,8339000000.0,-2449000000.0
US,MU,MU,2023,Q2,2023-03-02,USD,3693000000.0,4899000000.0,231000000.0,1097000000.0,-2217000000.0,1942000000.0,30000000.0,-2258000000.0,-2312000000.0,1091000000.0,1091000000.0,9798000000.0,1020000000.0,21898000000.0,39758000000.0,44622000000.0,5255000000.0,14008000000.0,123000000.0,44426000000.0,47257000000.0,-870000000.0,-4000000.0,1426000000.0,343000000.0,-1915000000.0,1802000000.0,245000000.0,9642000000.0,-2205000000.0
US,MU,MU,2023,Q3,2023-06-01,USD,3752000000.0,4420000000.0,219000000.0,1093000000.0,-1649000000.0,1956000000.0,8000000.0,-1757000000.0,-1896000000.0,1094000000.0,1094000000.0,9298000000.0,1054000000.0,21734000000.0,39382000000.0,43946000000.0,5104000000.0,15171000000.0,124000000.0,42391000000.0,45405000000.0,-582000000.0,79000000.0,0.0,24000000.0,-1180000000.0,661000000.0,-517000000.0,9887000000.0,-1561000000.0
US,MU,MU,2023,Q4,2023-08-31,USD,4010000000.0,4445000000.0,219000000.0,1037000000.0,-1375000000.0,1851000000.0,5000000.0,-1454000000.0,-1430000000.0,1095000000.0,1095000000.0,8577000000.0,1017000000.0,21244000000.0,38594000000.0,43010000000.0,4765000000.0,15369000000.0,124000000.0,40824000000.0,44120000000.0,-518000000.0,-64000000.0,11000000.0,249000000.0,-830000000.0,-112000000.0,-714000000.0,9370000000.0,-1461000000.0
US,MU,MU,2024,Q1,2023-11-30,USD,4726000000.0,4761000000.0,263000000.0,1093000000.0,-1128000000.0,1915000000.0,0.0,-1161000000.0,-1234000000.0,1100000000.0,1100000000.0,8075000000.0,973000000.0,21058000000.0,38325000000.0,42718000000.0,5962000000.0,14929000000.0,124000000.0,39356000000.0,42885000000.0,460000000.0,579000000.0,72000000.0,1401000000.0,-1558000000.0,-352000000.0,-510000000.0,8656000000.0,-1796000000.0
US,MU,MU,2024,Q2,2024-02-29,USD,5824000000.0,4745000000.0,280000000.0,888000000.0,191000000.0,1883000000.0,-14000000.0,171000000.0,793000000.0,1104000000.0,1114000000.0,8016000000.0,990000000.0,23435000000.0,38229000000.0,42283000000.0,6259000000.0,15589000000.0,125000000.0,39997000000.0,43870000000.0,-1711000000.0,-587000000.0,5185000000.0,1219000000.0,-1151000000.0,-106000000.0,-45000000.0,8146000000.0,-1384000000.0
US,MU,MU,2024,Q3,2024-05-30,USD,6811000000.0,4979000000.0,291000000.0,1113000000.0,681000000.0,1955000000.0,-14000000.0,709000000.0,332000000.0,1107000000.0,1123000000.0,7594000000.0,785000000.0,23319000000.0,38586000000.0,42936000000.0,6840000000.0,15190000000.0,125000000.0,40169000000.0,44225000000.0,-24000000.0,574000000.0,0.0,2482000000.0,-2002000000.0,-910000000.0,-437000000.0,8101000000.0,-2086000000.0
US,MU,MU,2024,Q4,2024-08-29,USD,7750000000.0,5013000000.0,295000000.0,1215000000.0,1527000000.0,1904000000.0,-5000000.0,1510000000.0,887000000.0,1108000000.0,1125000000.0,7041000000.0,1065000000.0,24372000000.0,40394000000.0,45044000000.0,9248000000.0,15037000000.0,125000000.0,40877000000.0,45131000000.0,319000000.0,632000000.0,0.0,3405000000.0,-3598000000.0,-474000000.0,-612000000.0,7664000000.0,-3120000000.0
US,MU,MU,2025,Q1,2024-11-28,USD,8709000000.0,5361000000.0,288000000.0,1174000000.0,2174000000.0,2030000000.0,-11000000.0,2153000000.0,1870000000.0,1111000000.0,1122000000.0,6693000000.0,895000000.0,24493000000.0,42098000000.0,46968000000.0,9015000000.0,15649000000.0,126000000.0,42427000000.0,46797000000.0,-1049000000.0,-161000000.0,173000000.0,3244000000.0,-3148000000.0,-422000000.0,-355000000.0,7052000000.0,-3206000000.0
US,MU,MU,2025,Q2,2025-02-27,USD,8053000000.0,5090000000.0,285000000.0,1190000000.0,1773000000.0,2044000000.0,-4000000.0,1760000000.0,1583000000.0,1115000000.0,1123000000.0,7552000000.0,663000000.0,24689000000.0,43165000000.0,48364000000.0,7877000000.0,16543000000.0,126000000.0,43839000000.0,48633000000.0,1049000000.0,669000000.0,-1018000000.0,3942000000.0,-3152000000.0,96000000.0,866000000.0,6697000000.0,3206000000.0
US,MU,MU,2025,Q3,2025-05-29,USD,9301000000.0,5793000000.0,318000000.0,1339000000.0,2236000000.0,2094000000.0,12000000.0,2113000000.0,1885000000.0,1118000000.0,1125000000.0,10163000000.0,648000000.0,27919000000.0,45401000000.0,50478000000.0,10135000000.0,17514000000.0,126000000.0,45559000000.0,50748000000.0,377000000.0,-194000000.0,0.0,4609000000.0,-2589000000.0,540000000.0,2606000000.0,7563000000.0,-2938000000.0
US,MU,MU,2025,Q4,2025-08-28,USD,11315000000.0,6261000000.0,314000000.0,1300000000.0,3761000000.0,2184000000.0,22000000.0,3637000000.0,3201000000.0,1116000000.0,1125000000.0,9642000000.0,665000000.0,28841000000.0,47326000000.0,53957000000.0,11454000000.0,17179000000.0,127000000.0,48583000000.0,54165000000.0,130000000.0,587000000.0,-12000000.0,5730000000.0,-5198000000.0,-1064000000.0,-523000000.0,10169000000.0,-5658000000.0
US,MU,MU,2026,Q1,2025-11-27,USD,13643000000.0,5991000000.0,337000000.0,1508000000.0,6135000000.0,2212000000.0,65000000.0,6069000000.0,5240000000.0,1125000000.0,1138000000.0,8813000000.0,1506000000.0,29665000000.0,49177000000.0,56306000000.0,12060000000.0,15105000000.0,127000000.0,53344000000.0,58806000000.0,431000000.0,1152000000.0,238000000.0,8411000000.0,-4594000000.0,-3745000000.0,86000000.0,9646000000.0,-5389000000.0
US,MU,MU,2026,Q2,2026-02-26,USD,23860000000.0,6111000000.0,344000000.0,1594000000.0,16233000000.0,2286000000.0,123000000.0,16160000000.0,13789000000.0,1125000000.0,1140000000.0,12540000000.0,2075000000.0,41413000000.0,52092000000.0,60096000000.0,14296000000.0,14754000000.0,127000000.0,66824000000.0,72459000000.0,-4138000000.0,3351000000.0,-339000000.0,11903000000.0,-5525000000.0,-2167000000.0,4202000000.0,9732000000.0,-6387000000.0
