country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,fixed_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets_total,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,300502,300502,2018,Q4,2018-12-31,CNY,225885361.64,199682398.90000004,168969122.45000005,2397985.8200000003,6976569.049999999,2670211.709999997,743140.0700000003,29005450.859999996,-219440.46000000008,19819.559999999998,2349333.33,26416857.509999998,238362500.0,391747314.0,491978385.12,56628562.75,237000266.83,189027092.21,3182390.18,291237728.35,964419252.37,308461812.55,7160452.22,16200122.58,415115475.41,117285504.45,19832047.69,6707112.75,238021225.71,5736038.53,1135777463.54,1135777463.54,44533591.77,330830035.26,159526876.39,2174059.46,308461812.55,169442912.25,9496355.1,130318496.13999999,24384106.299999997,2110029.460000001,6638083.469999999,18504163.939999998,22928796.85,27937521.47,-154899.05000000075,45964318.87000002,45964318.870000005
CN,300502,300502,2019,Q1,2019-03-31,CNY,223886415.14,186428205.55,157558696.61,1078253.08,4420923.72,6211025.41,2612856.65,38209720.83,32139.02,196.0,5830318.94,32411344.91,238362500.0,393390005.52,524389730.03,56628562.75,227799064.57,182889796.19,3210411.64,291386744.01,982696276.4,314577948.21,6960587.66,17453387.62,431920282.84,,8116235.19,8972816.32,239421881.14,5196002.54,1169998675.56,1169998675.56,43568553.69,359697272.49,171042804.98,1776420.07,314577948.21,200375280.29,2844424.26,142787232.23,37414896.56,4321774.74,6927784.27,18509096.85,11669058.87,-22478675.31,-419925.46,-7381342.52,227538987.37
CN,300502,300502,2019,Q2,2019-06-30,CNY,256453339.96000004,201944866.32,173873514.95,1846685.7199999997,5862980.569999999,7914646.459999999,-4356507.12,56672977.16,221247.12000000002,50006.84,8592562.989999998,48251654.45,238272500.0,393683277.86,544048684.48,56628562.75,228496217.08,196042351.01,2987960.51,304814522.73,1020704908.82,317480878.24,7260294.16,18129855.82,433872423.67,129097307.49,22782791.33,10621730.36,256885183.24,6820762.7,1190871386.55,1190871386.55,44593939.17,386549787.52,175526265.49,1339078.96,317480878.24,226043908.42,3870074.9700000007,159338248.4,28475296.28,11336585.629999999,6937672.190000001,32344178.71,9533807.51,-8229743.260000002,-29310934.34,-1122630.0300000012,697229.7100000083
CN,300502,300502,2019,Q3,2019-09-30,CNY,290905593.65999997,231103415.04999995,187614550.64,1413291.3100000005,6496711.23,7694622.35,-6540432.42,61790408.54000001,177506.40999999997,22896.440000000002,9626826.48,52318192.03,236459150.0,376016734.98,596366876.51,56628562.75,255884116.79,215382973.11,1110884.44,348970441.71,1085394946.01,322918068.2,7081280.34,23606307.58,455868370.86,157430201.4,36983133.13,19131852.48,289315528.34,6653440.31,1245294348.22,1245294348.22,25307161.67,410681927.63,203784097.24,2067472.15,322918068.2,276113690.31,4769989.98,200470986.03000003,34136753.28,8773163.85,6461021.449999999,40842112.75999999,27842127.76,2855790.0500000007,-22418106.84,26758824.16,26758824.159999996
CN,300502,300502,2019,Q4,2019-12-31,CNY,393628333.5999999,311879651.6700001,241398042.51000005,1813897.9699999997,8992949.66,11848846.240000002,2751489.7199999997,85071689.93,1868603.34,20000.0,7044928.1499999985,79875365.11999999,236459150.0,378905195.8,666600272.93,66270531.45,253403603.22,311927764.71,3562366.36,352138644.76,1171023913.91,335853732.72,7217818.51,32754702.43,494158654.22,159507854.9,64265779.48,27812149.53,325903232.61,11285507.1,1327993828.42,1327993828.42,21404486.11,311927764.71,210530103.37,2181632.42,335853732.72,277909346.27,12516602.8,221943082.79000002,37883267.31,11055229.54,16605097.870000001,17780526.14,50089874.08,-17524175.45,367489.2100000009,-2114014.0599999987,-2114014.0600000024
CN,300502,300502,2020,Q1,2020-03-31,CNY,270030885.97,205763592.21,174835159.83,928887.49,4887558.36,6107682.53,-3073443.12,66347293.62,67947.27,187863.17,10011170.46,56216207.26,236459150.0,384370265.3,722816480.19,66270531.45,263158794.1,209573056.16,3870103.05,450447578.04,1231131417.7,362574045.12,7112362.52,37805813.72,534491728.18,222128520.01,33571736.97,24653975.71,365245329.3,10638207.84,1389739608.74,1389739608.74,21766870.81,209573056.16,283123518.45,1957194.74,362574045.12,385875053.36,2274221.42,209159564.36,67871032.19,17115516.22,4648949.11,103535142.87,45797900.27,-96410913.97,-1134058.27,9346442.44,261502159.79
CN,300502,300502,2020,Q2,2020-06-30,CNY,566520747.02,410719922.99,348039354.34000003,2057714.61,6818038.87,10909876.66,344903.4700000002,158388828.96,186985.52000000002,13888.529999999999,23561218.25,135000707.70000002,331042810.0,298295316.79,815254540.89,66270531.45,99742204.16,386616584.13,12961208.02,589374427.23,1415312652.89,453190254.3,6899662.13,44326512.41,615798813.45,311602959.78,49039088.07,32517132.15,528050946.78,12076329.04,1490984190.52,1490984190.52,21082902.2,386616584.13,370445257.47,2421548.97,453190254.3,320450553.79999995,4083723.2700000005,395982478.4499999,48998134.3,17516872.65,7871927.679999999,-136675719.94,108964336.73999998,-38314364.140000015,9628422.07,-165656882.27,-164931572.44
CN,300502,300502,2020,Q3,2020-09-30,CNY,600903467.29,429360683.40999997,367813414.87999994,2141770.0500000003,9850004.82,7996008.809999999,2348983.17,177585177.21,71538.82999999999,197418.19,26828291.199999996,150631006.65,330978130.0,301037278.29,965885547.54,66270531.45,51239942.69,447762162.31,5628317.08,848873423.54,1797084197.7,500291236.23,6733805.7,51004622.35,654343532.85,414913095.53,57634167.3,58476772.66,795332225.83,11352291.37,1644743213.35,1644743213.35,23337900.6,447762162.31,538588865.92,2536766.5,500291236.23,459502475.2500001,27317843.98,451718305.0,61798945.70999999,10763398.530000001,26008763.550000004,-59813060.050000004,59921055.890000015,-50021055.889999986,63018209.019999996,-46751073.899999976,-46751073.89999999
CN,300502,300502,2020,Q4,2020-12-31,CNY,560482645.99,429683995.37,370796569.85000014,2532431.9299999997,11782300.349999998,6549804.719999999,9662068.3,159028142.25999993,331869.88,9517.109999999986,9440013.170000002,149910481.86,362204466.0,1900666986.81,1093527607.14,88538953.71,1931399986.19,368873595.36,1581861.99,971785656.28,3507297394.98,523030767.64,6594314.42,33389999.17,709818247.87,334105253.65,62348913.47,35776761.79,761972040.04,11116200.96,3444027401.85,3444027401.85,8276362.46,368873595.36,568197126.02,4445790.31,523030767.64,869625173.1199999,-14505426.380000003,605181499.97,44164008.43000001,17560354.39,-2272695.490000002,247386821.93,75956870.96000001,-71556870.96000001,1593140834.18,1765547529.29,1765547529.29
CN,300502,300502,2021,Q1,2021-03-31,CNY,624327163.09,492657172.47,433700455.35,1991500.49,6555481.59,6743326.19,-8092394.33,136592698.2,405385.31,2520.21,24589610.34,112405952.96,362204466.0,1900666986.81,1205933560.1,88538953.71,1657333653.39,550107466.61,2899889.89,1034049149.95,3520832333.46,566683033.52,6457770.28,34822631.71,751371837.98,394039640.15,51263956.8,58634460.88,705388008.6,10382171.57,3556433991.27,3556433991.27,18145038.41,550107466.61,565717298.68,7965603.5,566683033.52,466931841.56,11121490.46,461775085.71,61999495.3,4042832.01,19035094.89,-29565878.2,66418999.98,-116418999.98,-71312231.81,-216730484.36,1598636558.38
CN,300502,300502,2021,Q2,2021-06-30,CNY,816875412.57,591288223.76,534251111.5,2349476.6499999994,11511420.7,7434615.919999999,56433.860000000335,241132578.43,1975482.4,3235.8999999999996,32505566.889999997,210599258.04000002,507086219.0,1755785233.81,1318313535.23,88538953.71,1594553326.69,550958403.31,16113737.01,1112672729.04,3561778588.7,603675930.35,6770125.27,37052772.89,824100473.84,426675287.65,45594512.8,52402404.55,716744890.94,9719956.63,3659414214.97,3659414214.97,18239820.85,550958403.31,584640942.49,7504799.97,603675930.35,839173578.2,8126183.48,612803374.8199999,50807025.39,43022716.47,47962369.32,158576170.01999998,78466865.53,-76966865.52999999,-107905189.03,-27730278.849999994,-27730278.850000143
CN,300502,300502,2021,Q3,2021-09-30,CNY,578088348.29,433237938.8699999,405854933.5400001,1559214.5100000007,9155831.2,7540504.960000001,-8006013.399999999,157031868.45999998,315240.81000000006,3186.05,15481628.350000001,141862294.87,507086219.0,1755785233.81,1460175830.1,88538953.71,1685499452.83,429385198.49,8296200.26,1381080491.19,3726787409.1,595497030.09,6565601.04,41037849.24,850833656.71,476681709.7,32980678.6,58960364.7,765860001.55,10475073.55,3801285990.71,3801285990.71,3080294.76,429385198.49,656552945.69,7180952.46,595497030.09,703146663.73,22811395.34,591781528.8,58359612.5,16424665.330000006,44491487.24,97242885.4,44593530.16,8955784.899999976,0.0,107360207.70000002,107360207.70000005
CN,300502,300502,2021,Q4,2021-12-31,CNY,889085139.8100002,700105748.52,598902400.28,2021011.88,8468176.930000003,12170466.149999999,8490680.25,225229549.33999997,413584.2200000002,14269.3,28570231.08,197058633.17999995,507086219.0,1755785233.81,1634203036.83,111570380.16,1579778179.45,577209379.92,3324464.33,1526182348.47,3924149190.54,608851838.42,6324138.79,37123456.61,940085572.48,520489985.13,55211544.28,66277601.14,894334590.66,11176500.91,3958723671.45,3958723671.45,2897759.89,577209379.92,752301470.56,12400436.18,608851838.42,670884370.0600002,11217503.310000002,733318048.2800002,58359560.650000006,19854542.310000002,-60817539.39,-7721353.650000006,84017343.06000003,-75493843.05999997,-39361079.19999999,-129117783.69,-129117783.69000006
CN,300502,300502,2022,Q1,2022-03-31,CNY,738513303.86,574645806.43,493942982.78,925987.69,6422120.3,6624860.53,-839668.3,155460528.71,800751.53,1528.87,23836916.25,132422835.12,507086219.0,1755785233.81,1766625871.95,111570380.16,1577065056.08,591725390.82,5874062.68,1665092652.01,4037502832.34,,7063621.56,51384109.67,969074202.39,516768246.71,48573338.6,58019792.41,904952394.27,10474224.61,4091150415.85,4091150415.85,2837198.08,591725390.82,770650109.66,8026542.26,600232703.97,735862107.77,11529653.36,669402632.22,77651477.37,44274095.61,40261072.32,17174343.91,53576152.32,-53576152.32,,-37567665.34,1511581038.2
CN,300502,300502,2022,Q2,2022-06-30,CNY,740334652.2599999,481746977.0200001,485960810.21000004,2390782.91,14141306.39,33071018.83,-67200192.16,365002438.24,2735794.8,8000.000000000001,39066172.32,328664060.71999997,507086219.0,1755785233.81,2038167561.22,111570380.16,1576372531.92,514855324.91,3772443.53,1848763587.56,4167790321.63,614591252.24,165256188.4,74220416.39,1378712392.2,561484809.47,42630339.14,79321193.61,1127186656.03,56232863.38,4363083194.42,4363083194.42,76793887.08,514855324.91,832237706.84,7748824.09,614591252.24,921249822.4300001,9249960.82,702442664.78,85129718.46000001,38308118.36,-11158275.57,183594174.16,59100961.419999994,-185206059.63,-57179493.82,-27000025.139999993,-27000025.140000105
CN,300502,300502,2022,Q3,2022-09-30,CNY,935659156.54,604769087.56,583918132.0699999,1230883.8699999996,14577638.27,19983568.5,-90764722.91000001,338635132.74000007,169057.1299999999,36605.04,37420228.79,301347356.04,507086219.0,1755785233.81,2339514917.26,111570380.16,1693212111.4,679708269.35,5607512.31,1629138277.37,4185954799.95,632894068.36,180380389.43,71788672.0,1462386649.61,343775164.97,66450769.37,77255645.7,928236919.76,54587379.18,4665517150.62,4665517150.62,83595541.7,679708269.35,599178604.98,8917789.14,632894068.36,852485464.49,15703867.520000003,595386124.0899999,67574629.5,37542934.82000001,17863015.72,208540776.32999998,128115969.16000001,-117615969.16000003,0.0,128715548.52,128715548.51999998
CN,300502,300502,2022,Q4,2022-12-31,CNY,896066677.8700004,740915284.6299999,533036617.5700002,2839161.05,17366911.159999996,24837670.11,34287100.97,168679432.89,469971.3700000001,4042130.4299999997,23960434.900000006,141146838.92999995,507086219.0,1727086902.67,2458860313.31,133371823.04,1784968530.53,661963107.43,3898052.98,1469203587.93,4205366060.05,661022315.83,177165082.53,56437769.3,1670695436.24,436135030.75,123271820.09,43849537.02,931732166.9,115161713.54,4829167615.85,4829167615.85,41658033.84,695428098.74,605162604.45,8541839.33,661022315.83,840523128.5700002,14842558.979999997,314288184.03,65702166.05999997,50616258.93999998,34382763.849999994,422042917.46000004,123924911.09,-283264474.43999994,18205388.46,131648078.34,131648078.34000015
CN,300502,300502,2023,Q1,2023-03-31,CNY,600222891.1,474734807.95,395881228.38,2598049.43,7535096.81,17439729.28,14212303.9,127279271.32,518572.93,6875.14,19956156.09,107834813.02,507086219.0,1729257347.26,2566695126.33,133371823.04,2076708729.1,474018338.75,22083329.74,1454951100.55,4137890568.1,639092329.49,209289413.74,56606733.14,1683050397.25,371934458.85,108111622.22,23572214.87,769383476.75,113382378.52,4938175110.08,4938175110.08,42161243.26,502459030.79,489942869.69,10239619.15,639092329.49,801879910.61,19274857.8,466923313.21,72232582.17,51389262.44,25874296.53,254890930.77,89320746.43,70966904.99,,308013262.93,2052957902.85
CN,300502,300502,2023,Q2,2023-06-30,CNY,704460933.92,507304923.65000004,525061947.65,5460711.18,9492209.470000003,18001790.240000002,-108642318.33000001,198464801.17000002,1929729.6300000001,4169.89,19860290.01,180530070.90000004,709919026.0,1528309028.79,2683332862.84,133371823.04,2183695233.58,551062101.17,5484733.58,1182612600.11,4021060215.12,631020834.58,204478919.96,68822677.83,1868188408.86,255387617.27,100282399.18,51893164.63,714770287.46,112072134.53,5062406201.99,5062406201.99,43641362.89,578568102.2,394303235.57,12456723.61,631020834.58,633416463.7800001,11595562.189999998,352241056.94,61344221.45999999,4251340.120000005,32379309.43,227740476.96,141565289.31,-133623789.31,-63892334.39,102954987.31,102954987.30999994
CN,300502,300502,2023,Q3,2023-09-30,CNY,782363726.8,625823514.87,577718659.05,6036927.339999999,8411287.0,21867661.169999994,-10994816.819999993,157346542.09999996,530069.5699999998,3442.6399999999994,16674549.43,141198619.59999996,709919026.0,1530295412.43,2824531482.44,133371823.04,2388979585.29,563809273.33,3447094.37,1061364562.84,4134353769.93,721036112.41,199153375.05,73574663.26,1947534301.54,437991866.98,91202649.13,46216734.93,769105961.3,109021447.0,5203760663.17,5203760663.17,7200732.33,587589880.47,529498279.63,13226712.05,721036112.41,783107988.3199999,38318093.36,348977869.38,73548620.42000002,34020748.72,-4355410.200000003,394452699.89,102021194.19,-180617818.31,0.0,202860323.62,202860323.62000036
CN,300502,300502,2023,Q4,2023-12-31,CNY,1010558198.7,705725026.28,638994542.0800002,2711792.4000000022,12133382.5,18903764.83,-2819117.6899999976,301690005.17,1035187.4700000002,51571.40000000001,43876029.64,258797591.60000002,709919026.0,1530788119.3,3057420162.57,159280734.51,2515323176.61,715139103.21,8293693.31,963348198.68,4335413628.77,1310388088.04,193070444.32,71320118.3,2104569931.57,598177178.18,75928286.02,66467349.01,867386937.02,106618149.78,5465978473.54,5465978473.54,7850337.11,741127159.54,632555177.37,10005031.64,1310388088.04,818968664.7599998,33259855.080000013,405032810.85000014,80652485.27999997,25084671.409999996,21260081.17000001,368900701.84000003,221401827.10999995,-206315590.70999998,-3340214.569999993,140195733.58000004,140195733.57999992
CN,300502,300502,2024,Q1,2024-03-31,CNY,1112853894.49,741076685.86,645400633.95,2309405.52,20426691.4,28608848.44,-20797820.4,371749374.44,624671.46,3000.0,47830511.69,324540534.21,709919026.0,1543773655.6,3381960696.78,159280734.51,2531645072.18,828938108.2,4691102.67,1506196812.48,5120516701.52,1383861723.42,187456089.87,94146222.07,2233537112.7,959208570.96,111752899.32,42013751.69,1434090868.4,122639652.11,5797323293.71,5797323293.71,4327689.3,939727690.5,1088853181.6,10003666.9,1383861723.42,1228044780.44,146275410.35,960443717.29,91288548.09,59072585.69,184732257.43,165235822.32,153562199.81,-153562199.81,0.0,16321895.57,2531645072.18
CN,300502,300502,2024,Q2,2024-06-30,CNY,1614820876.8999999,1005912596.89,908165316.26,4530115.49,19066037.490000002,39091534.47,-46621764.68,608038078.0999999,762981.4100000001,0.0,68199499.57000001,540601559.94,708810852.0,1559189406.46,3812697225.66,159280734.51,1844919540.53,1542083032.56,3429846.46,2235994724.72,5883538471.46,1509949657.0,182128576.39,142485323.06,2419197788.15,1202126649.38,140616472.58,118287409.98,1941662748.45,117881639.97,6243191871.19,6243191871.19,116231740.28,1546828201.83,1490713546.88,13137531.48,1509949657.0,1060388745.2999997,-72461225.08,1483904587.0900002,133993136.99000001,70113994.4,-136406543.32,-455980086.09,231350529.91000003,-230294529.91000003,-9341717.71,-686879169.69,-703233398.9399998
CN,300502,300502,2024,Q3,2024-09-30,CNY,2402761037.1300006,1515990425.98,1404883484.29,3062674.26,23147759.86,34512274.77000001,-23964596.67,887847157.94,774849.2399999998,1271.3599999999997,107689958.76,780930777.0600001,708806652.0,1576415857.48,4593628002.72,159280734.51,1902151391.18,1557893065.94,8538080.7,3031620065.9,6908116180.6,1844499639.83,176823083.47,214742163.82,2913687435.57,1713026867.75,181834357.4,161273570.68,2572987401.8,165098842.07,7083717372.3,7083717372.3,8458775.02,1561160349.11,2177395752.22,8456972.32,1844499639.83,2972075193.6100006,44569568.43000001,2225239929.5599995,175690515.97,106215751.50999999,28078100.959999993,575312687.1099999,390361946.88,-415094075.68999994,-109865031.06,22402007.850000024,22402007.849999905
CN,300502,300502,2024,Q4,2024-12-31,CNY,3516395325.799999,2159093833.47,1821742507.2200003,61955019.67,34879080.849999994,66804543.81,-87932451.91,1363826405.73,1831596.2600000002,1240806.49,172676442.34,1191740753.1599998,708806652.0,1614730342.64,5399648847.51,545000642.88,1600269103.7,2538533232.43,3002643.14,4132067244.34,8925435606.93,2021785878.53,171517907.14,276022072.01,3341114246.96,2193902580.6,506134631.65,399972715.53,3824576783.8,113843252.23,8328129817.86,8328129817.86,20242412.21,2549789173.96,2844369505.72,9041809.49,2021785878.53,1731984696.4399996,13860212.810000002,1178131743.5600004,210286347.58999997,97966480.59,87632902.26000002,356361722.24000007,701063332.66,-698063332.66,-4214956.640000001,-315645793.20000005,-315645793.1999998
CN,300502,300502,2025,Q1,2025-03-31,CNY,4052256538.37,2283425222.04,2080439291.73,3364659.66,37831489.17,59790659.51,-33086745.26,1771992331.97,1265041.77,3538.94,200728045.58,1572525789.22,708806652.0,1626227592.09,6972174636.73,545000642.88,1753106195.05,3067703920.72,3156639.81,5464912996.95,11071953538.0,2280033621.21,205999749.29,492785570.3,3778374169.24,2592186214.88,735104856.81,480764666.34,4805629584.85,116428027.86,9928270094.53,9928270094.53,20137176.57,3082257953.51,3514751160.95,10375313.61,2280033621.21,3702953371.98,47629984.06,3229256114.45,268895337.94,346684739.05,70329737.86,199026140.7,189488068.78,-188787068.78,,9709357.04,1544877244.93
CN,300502,300502,2025,Q2,2025-06-30,CNY,6384913727.13,3715286623.9800005,3406765174.0899997,9293847.15,47133140.879999995,65115232.330000006,-174866906.91,2671429409.8899994,4978113.800000001,1276148.45,305362896.09000003,2369768479.1499996,992329312.0,1379151224.51,9022980122.48,545000642.88,2041260267.7,5017300994.22,2768890.64,5944105034.32,13805573468.24,2671641821.72,199431656.74,714420001.74,4265766096.95,2820496928.67,1032515061.33,726863531.24,5858885540.66,118345250.43,12094108774.1,12094108774.1,42853629.56,5025872538.8,4009641572.12,9678110.95,2671641821.72,5793923902.860001,15027848.869999997,4976228053.7,273210515.14000005,271101173.46999997,39580438.64,753660713.27,355279698.18000007,-352879698.18000007,-296560935.88,126495306.26000002,126495306.25999999
