country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,total_operating_cost,cost_of_revenue,taxes_and_surcharges,selling_expense,admin_expense,finance_expense,operating_profit,non_operating_income,non_operating_expense,income_tax,net_income_attr_parent,total_shares,capital_reserve,retained_earnings,surplus_reserve,cash_equivalents,accounts_receivable,prepayments,inventories,current_assets,intangible_assets,deferred_tax_assets,non_current_assets,accounts_payable,payroll_payable,taxes_payable,current_liabilities,non_current_liabilities,equity_attr_parent,total_equity,other_payables,receivables_and_notes,notes_and_accounts_payable,other_receivables,fixed_assets,cash_from_sales,cash_from_other_operating,cash_paid_goods,cash_paid_employees,cash_paid_taxes,cash_paid_other_operating,operating_cash_flow,capital_expenditure,investing_cash_flow,financing_cash_flow,net_change_in_cash,cash_end_period
CN,600522,600522,2018,Q4,2018-12-31,CNY,10262820752.09,9796932177.45,9055089046.489998,21504984.17,287372843.71000004,132154743.99000001,48617424.660000004,530932660.56999993,6862822.479999999,4768028.2799999975,42078182.31,487945981.01,3066072521.0,7615788762.58,7335507031.06,652109125.42,6548304627.06,6264462500.6,292970963.37,5140144619.0,20121522547.25,930885984.38,225013836.29,11884790988.3,3683132601.8,324722384.1,187548712.62,11374268596.9,1152763666.93,19273934262.97,19479281271.72,202625282.01,6865966565.59,6572985409.02,338651595.63,7329801321.94,10816856492.32,-6385775.49000001,7443992876.849998,410974933.61,181824815.06000006,-75240813.64999998,2966406457.0499997,905459489.1299999,-853639680.75,-585480969.3200002,1476142734.28,1400472734.2800007
CN,600522,600522,2019,Q1,2019-03-31,CNY,10818962537.84,10384704899.24,9633554281.09,32958635.84,257450134.8,153558337.55,104872246.47,609562361.35,7740555.16,584802.2,100795602.35,514839662.91,3066072521.0,7615788762.58,7850346693.97,652109125.42,7723627351.17,7902753829.49,1345688627.52,4947194965.79,23603319091.21,923950739.13,204099584.99,12208129346.15,,182238294.19,218068036.96,10883253093.02,4509978676.07,20205268574.0,20418216668.27,142202651.04,8438744229.31,6828944570.31,425865120.72,7939674283.25,10459299943.04,175418276.92,10952528028.27,512378898.88,342397538.8,306284642.0,-1298954257.99,412204854.29,-336779036.79,2826128365.02,1172346371.91,7224970572.55
CN,600522,600522,2019,Q2,2019-06-30,CNY,7758289568.380001,7169121081.890001,6427608102.75,31059645.02,281091051.45,110867860.45999998,-15379039.959999993,682810969.4599999,-920360.0899999999,4667587.49,100781043.52000001,570756424.81,3066072521.0,7615788762.58,8765602703.84,661366752.0,7326345950.77,7804917547.31,1894991299.47,5469916487.2,24774585780.77,977184859.72,221718394.16,12320042491.4,4478527204.36,237412759.8,162607497.75,10937518977.45,5805221437.9,20136560633.06,20351887856.82,482219495.28,8441791803.02,7270117769.01,425088410.34,8056791800.74,7095061884.989998,383705771.83000004,6679760355.889999,282699337.82000005,374455022.93,244244340.65999997,-10596007.589999914,300050962.50999993,-703797372.9300001,-240440005.76999998,-894328853.5800002,-894328853.5799999
CN,600522,600522,2019,Q3,2019-09-30,CNY,10608148596.46,10212100003.52,9380400771.279999,17824687.689999998,295584934.84000003,135879993.92000002,35262482.72999999,453553786.78999996,1628553.08,32289789.19,78033316.93,342666136.39999986,3066081054.0,7615868455.75,9108268840.24,661366752.0,6524439675.99,7731976579.91,2853212994.99,6006883870.02,25553268861.18,1029438721.84,250346258.55,12487065953.33,4524418245.75,268273391.95,169881564.83,11389308499.26,5922315125.17,20516122482.58,20728711190.08,227223436.23,8372578152.85,8625345327.97,388141583.3,8571348721.87,11190682534.720001,188945464.69000006,9932937954.79,363332594.80999994,228615103.75,297201354.22,682772841.3,295412078.68000007,-412476717.6099999,-946373619.31,-670670714.67,-670670714.6700001
CN,600522,600522,2019,Q4,2019-12-31,CNY,9546813836.519997,9151528995.5,8322047802.120003,26756294.790000007,266506802.15999997,132505411.87,59033107.64999999,579168949.8600001,9648936.83,2319280.3900000006,55465978.129999995,541051644.8800001,3066082230.0,7615878754.75,9534451546.73,776235690.39,9968864723.66,6465008719.48,1374719851.17,7136090573.44,27602941876.94,1022065329.11,235895727.18,12590958786.91,4010286124.74,356905254.7,156944554.76,12932800144.71,5771460984.85,21245728588.6,21489639534.29,193974363.19,6790318470.09,9029642502.87,201015964.72,9047633021.01,10320695383.449997,-14585026.0200001,6272254854.239998,432617530.72,65797791.27999997,71696859.28999996,3522085194.54,593647681.52,-493481729.59000015,359394928.71000004,3374217897.9300003,3374217897.9299994
CN,600522,600522,2020,Q1,2020-03-31,CNY,8892620670.03,8537002129.06,7749959857.46,24862870.14,197120940.32,118850824.16,155626735.55,414309826.95,3439581.19,757821.99,73340986.94,355327495.28,3066117641.0,7616211909.77,9889779042.01,776235690.39,7328448347.58,7989131659.96,2524181098.39,7323014615.09,28016019836.52,998978663.77,283911601.77,12764963731.08,3934562135.09,164595905.66,271101309.74,13396936107.23,5836395845.39,21318877882.4,21547651614.98,134216124.74,8304467596.9,9034435957.17,286035337.22,8915413121.14,8072026043.16,335544201.28,9609576027.27,522604986.37,257581024.92,400928268.08,-2340022314.5,375746858.24,-550139137.67,216629903.5,-2677709769.66,6356479132.57
CN,600522,600522,2020,Q2,2020-06-30,CNY,12002593938.589998,11124374191.119999,10218821923.310001,37255242.65,277734506.99,125721906.21000001,38593152.899999976,965141424.23,5443794.300000001,3400210.62,176157388.21,724591489.1700001,3066135890.0,7616384631.43,10312706856.38,776235690.39,8073014986.24,8658863107.56,2745227310.74,7044125993.92,28959687578.15,1042937294.14,265050232.81,12696039067.47,4280765781.43,223253532.58,402886782.02,13830532606.53,5484289611.66,22044649462.23,22340904427.43,422478305.38,8933969824.94,9162020784.09,311276301.88,8817105764.74,11800024144.670002,224730173.82000005,9298965183.119999,407413562.26,308743986.97,235771284.70999998,1828365864.48,236710289.89,-156050991.30000007,-1034198142.9,616726760.0199997,616726760.0200005
CN,600522,600522,2020,Q3,2020-09-30,CNY,9462501915.260002,8948263741.55,8000680195.470001,32942679.880000003,279182768.88000005,139565038.46999997,128109065.75,662479576.5,2864360.5700000003,4964781.960000001,145710290.79,503225393.89999986,3066146825.0,7616488926.66,10815932250.28,776235690.39,8001296665.15,8253165446.34,2684110654.11,7400262538.99,28991390440.16,1074016971.49,278940344.44,13134206379.3,4184186517.0,222279014.11,461449461.23,13691782747.51,5577860819.24,22547019123.25,22855953252.71,192226423.26,8444514753.56,8670734799.7,273554849.38,8742239212.3,9332073108.149998,185297925.76,8148525901.48,409010585.12,331077887.75,270087549.39,463834540.84999996,267794747.53999996,-263619248.8399999,-101118998.57000005,86704718.42000008,86704718.42000008
CN,600522,600522,2020,Q4,2020-12-31,CNY,11723837475.689999,10982319263.439999,10262615728.319996,33888317.519999996,-64304872.44000006,235516228.35000008,87675621.30000001,700211925.9399998,21692984.380000003,10394222.440000001,-9354015.810000002,691517128.6700001,3066152870.0,7606252345.0,11452852041.09,922068983.55,11097562008.91,9405137661.42,3739575347.43,6429904056.25,33745183615.36,1088080163.4,315362505.82,13400123797.32,4343085585.6,330908532.14,330951394.12,18017251561.14,4872275598.73,23466286420.37,24255780252.81,244271669.41,10023993307.82,10188709515.52,199214477.66,8978468675.46,16072548153.420002,-114347474.69000006,12653366703.829998,407750416.6600001,219459260.75000012,49015456.08000004,2635372465.29,367506238.18999994,-243136143.97000003,395669634.14000005,2721475661.69,2750453750.6000004
CN,600522,600522,2021,Q1,2021-03-31,CNY,10690107486.44,9984212733.93,9292318442.21,30129481.62,142418790.05,130847047.97,104650998.68,626988459.36,4661946.38,2755176.99,89428901.53,492441854.08,3066154355.0,7606266646.35,11945293895.17,922068983.55,8350385890.06,9013177356.37,4369148120.32,7603843301.13,32319053384.63,1078830390.77,303206509.32,12868084126.73,3984695624.94,141024066.59,509632258.67,15640845457.07,4717442909.35,23988772744.57,24828849144.94,208522692.98,9381885565.79,8912408332.13,219556377.17,8651237474.85,11643061667.25,270793273.62,12251614082.51,559903041.54,415162636.91,351628749.05,-1592736706.76,290029214.98,-386434788.66,-450265348.41,-2440213409.38,7370150952.23
CN,600522,600522,2021,Q2,2021-06-30,CNY,13686276201.99,13892722865.869999,12065806135.810001,28528283.26,181805491.45,158333101.10999998,35043068.09,-67557796.51999998,4955209.8,6894990.35,156915658.84,-247623781.39,3066160255.0,7606323247.33,11396005151.18,922068983.55,9224160964.18,10400896203.18,1430952716.26,8140363919.4,33147495495.93,1065210752.94,320990487.53,13051309624.82,4584571772.65,229164584.18,287147265.32,16208111418.59,5762519313.6,23376319119.38,24228174388.56,234458837.05,10772057953.75,9816089349.42,1183613410.8,8439625395.19,13798072724.54,183492504.17000002,12395944465.589998,407524230.5,368051067.3,346195980.69,550317425.59,275149811.38,-216405530.19,241214904.73000002,564685689.0800002,564685689.0800009
CN,600522,600522,2021,Q3,2021-09-30,CNY,13017385445.839996,12991313781.829998,10976302152.7,28934934.32,185957312.0,148386143.3,129130145.17999998,30761041.00999999,-249818.01999999955,6758123.52,-191119578.85,242908316.36,3066179771.0,7606511694.41,11639405180.55,922068983.55,9922725665.05,11890857019.34,1401153874.19,7214461410.08,33970288256.91,1060845452.54,607037081.03,13292726282.54,5696917170.69,201890898.08,405498075.06,16703704723.39,6043482203.61,23706155656.33,24515827612.45,180532379.67,12221227983.59,9339896841.74,1103084216.37,8236783148.68,12231968815.760002,172316907.22999996,12286192334.68,497641600.77,336457801.29999995,354442378.59000003,-959518509.1,277995992.68999994,-291189462.4599999,1167999509.22,-82012481.84000015,-82012481.84000015
CN,600522,600522,2021,Q4,2021-12-31,CNY,8769537456.230003,9243067062.18,6437391159.860001,45165218.59,248467072.91999996,254726070.69000006,166350426.71000004,-323384187.12,6692952.459999999,8594080.690000001,-79278634.17,-315633697.66,3412949652.0,11212511672.04,11229870283.8,1057818717.79,12368429362.35,11105869259.71,454178747.7,5584272610.36,32001221235.93,1039718433.03,846526067.06,13630493735.56,5157226647.74,326363154.32,382721253.24,15026979206.27,2865769191.91,26934407813.77,27738966573.31,251183887.23,11823874834.36,8179636290.4,141619350.2,8423644929.04,7109997720.839996,-106766873.62,4458464022.139999,458983364.54999995,192382184.1099999,499358297.14,1454871772.08,452723099.53,44129895.06999993,1150450874.88,2631102840.03,2631102840.0299997
CN,600522,600522,2022,Q1,2022-03-31,CNY,9289537821.56,8004617851.83,7161055657.93,55993484.11,166330592.43,218894350.78,40171804.8,1238026254.3,4812511.97,2956941.92,179550195.91,1015574894.09,3412949652.0,11203445459.54,12230568035.54,1057818717.79,10354522751.92,13901112926.58,1649432787.46,6458879760.89,34633453932.89,1067407906.76,852115869.11,13794645266.28,6546025734.19,207758228.89,635472827.52,16513115435.69,2914651226.02,27880013251.94,29000332537.46,252357534.42,14240829303.31,9806093305.19,217009087.8,8191130241.72,7596575924.79,139193866.39,8781125615.36,580098503.76,474349503.99,226233771.09,-2259399152.07,297580058.79,-292697961.5,466977830.87,-2095879415.57,8457840034.69
CN,600522,600522,2022,Q2,2022-06-30,CNY,10752066137.92,9904944501.730001,9045604746.02,33439266.290000007,217015553.82999998,110775758.16999999,-38027977.339999996,932051660.97,12556032.040000003,12906497.040000001,135807160.79,808510482.2799999,3412949652.0,11215890049.81,12697783552.62,1057818717.79,11536620511.1,14385727940.22,625818496.09,5638002926.34,34508054588.86,1049263466.7,919633271.3,14011510272.84,5915008449.99,241690311.31,617059663.93,17937666742.43,1344607581.3,28139753756.25,29237290537.97,588242810.64,14727490673.35,8552288277.8,331475625.57,8613183945.8,11424795273.45,246642604.47000003,8537327178.110001,499284423.3399999,263546631.93999994,436510101.5799999,2000138061.4800003,601397867.8399999,-505552563.72,380975129.38,1970873442.48,1970873442.4800005
CN,600522,600522,2022,Q3,2022-09-30,CNY,9153504871.260002,8367215331.419998,7488357818.200001,32194872.919999987,239913093.98000002,167468354.69,-78179626.97,785543209.3899999,7757858.819999997,4015131.719999999,111614827.91000003,646070707.9700003,3412949652.0,11235086237.32,13386070870.83,1057818717.79,10238117643.84,13844247535.14,1361834182.05,6416934804.61,34373765710.22,1043219470.76,841640658.49,14440978061.72,5568701825.77,257341297.93,619630701.98,17537912220.99,1131083917.92,28923492254.57,30145747633.03,251197641.24,14155063072.01,8694946370.9,266968599.41,8753779415.41,10788154191.96,260799264.42999995,9407234529.55,527220530.1500001,499999533.33000004,457511962.13,450196442.17,389776352.7399999,-834975931.24,-1055414020.73,-1370683687.28,-1370683687.2800007
CN,600522,600522,2022,Q4,2022-12-31,CNY,11075617988.749996,10209522256.719997,9213768514.869999,51916662.349999994,281901228.25,204233695.28999996,30694479.200000003,949522569.96,8442037.39,9619297.190000001,68807044.19,743653113.8299999,3412949652.0,11258406753.86,13920049358.19,1256935622.36,13698495040.82,10685071520.31,754989164.14,5438268415.96,33738771252.87,1002179401.8,834189574.64,14931402256.67,4607331352.78,417682904.47,401223939.49,16274069465.84,1093627073.41,29996816933.93,31302476970.29,265981945.65,11912969346.78,8346297123.07,177889482.73,8820199066.92,9508692874.329998,286479481.26,4549252041.200001,602131299.9699998,469038524.6500001,122990869.91000009,4373684020.9800005,667695620.3900001,-631453177.4000001,-437228763.02,3282775000.85,3282775000.84
CN,600522,600522,2023,Q1,2023-03-31,CNY,8275054175.86,7634880150.31,6754634325.43,34555110.97,226342302.0,155679742.04,46974717.3,976567915.18,4252831.89,2788333.17,183770027.53,768141942.02,3412949652.0,11258406753.86,14688191300.21,1256935622.36,12614375988.22,12584561262.24,1067913083.28,5126724223.71,33791405194.36,1000550853.58,847414170.04,15768863132.55,4387629702.66,241579223.1,542282610.03,15399166945.64,1685006113.47,31137939707.73,32476095267.8,259297693.21,13464263832.33,8463405948.07,245524846.09,8739301921.93,7660036007.46,103444365.45,7072687996.31,723881956.82,268984430.3,309658317.7,-521361218.55,541747014.62,-570232359.67,-121831360.56,-1219132882.76,11121671907.97
CN,600522,600522,2023,Q2,2023-06-30,CNY,11867856422.119999,10824150221.64,9919241145.42,42802770.45,237272577.42000002,193247600.29999998,-92066024.68,1426067535.54,13113980.009999998,15363854.35,191386396.08,1186342498.2,3412949652.0,11296354472.5,15533238833.21,1256935622.36,12179768854.21,14502661121.96,778492232.08,5036562326.88,34895368204.4,1013743148.5,901031556.55,16165403103.61,5171978556.12,291526920.88,560816263.46,15796889267.01,1956579852.01,31883476858.54,33307302188.99,668854862.82,15164898253.61,9072626230.0,226449143.35,8739579916.16,10266135883.630001,357489672.31,9744179281.279999,618195645.68,417202564.91,339935076.96,-400609710.73999995,355925703.03,11410037.649999976,-20461994.560000002,-335580767.97,-335580767.9699993
CN,600522,600522,2023,Q3,2023-09-30,CNY,12607838593.310001,11691158485.880001,10481640109.12,45116851.05,309785105.8,213683404.35000008,27952054.980000004,877350431.6700001,-2181698.8899999987,17939.210000000894,143971638.82999998,705301760.4999998,3412949652.0,11316480182.41,16238540593.71,1256935622.36,11627048593.5,16993310184.3,1305061328.06,5639231401.28,37743559542.32,980091187.35,885938935.73,16544498062.04,6195750914.65,297529344.96,645882418.12,17863617908.43,2165636219.63,32809727168.18,34258803476.3,275680023.14,17271562329.54,10983058980.8,291047024.99,8704425896.45,10155267850.32,254231834.28999996,8865427081.880001,613591552.3800001,625199571.79,434569419.3000001,-42946580.29000008,877399064.4800001,-611323283.3900001,-24514060.169999987,-698522099.3600001,-698522099.3600006
CN,600522,600522,2023,Q4,2023-12-31,CNY,12314487606.549995,11943392757.059998,10601476909.419998,58863951.69,390927674.14999986,192439016.90999997,19283495.24,519738988.1300001,1815347.3600000013,37120011.11,3465884.430000007,456788827.11000013,3412949652.0,11325686238.6,16515492157.4,1436795522.15,15497312682.27,13553276471.65,284298559.21,5107342741.52,37402864270.0,1013494344.18,931761265.36,17327974849.86,5727487401.43,442688757.36,365848191.93,17661650382.03,2442350744.58,33159071877.13,34626837993.25,328762663.32,14000364567.47,9890656272.28,226053618.08,9956910678.27,13166361045.280003,451935994.97,6666769432.619999,691212106.1999998,294456209.5,577517969.45,5505179508.45,443847867.3199997,-826706641.3199999,-479379344.70000005,4167034016.3500004,4167034016.3500004
CN,600522,600522,2024,Q1,2024-03-31,CNY,8242066930.57,7688467301.93,6756403974.15,31086856.94,267413054.18,162259150.81,-11348954.91,776354950.48,3176598.29,6920857.45,140272989.66,636050562.61,3412949652.0,11343056959.34,17248521743.89,1436795522.15,12936633905.61,14009672344.44,455219539.92,6358727142.38,37190979995.03,1129592296.33,928431143.37,16809373807.29,5897829264.71,283299202.3,450285590.91,17249812552.87,2119814736.34,33781915381.18,34630726513.11,358795975.22,14558145716.12,10039603960.07,597921699.4,9789118342.74,8165518849.97,143704527.04,8372435694.27,825851041.2,257019772.61,518914713.9,-1559488209.15,363221377.43,-100920905.97,-941638827.59,-2631898512.22,11622704544.77
CN,600522,600522,2024,Q2,2024-06-30,CNY,13173631302.380001,12410368579.66,11087354934.13,44700715.60000001,322384680.26000005,193633351.52999997,38894434.79,899795192.5999999,5115277.42,5544597.64,73174191.65,823660215.4899999,3412949652.0,11274706185.65,17476448435.88,1436795522.15,13288321804.52,17113590121.93,346365355.71,5906397492.8,39420600411.32,1043466738.59,1002142449.98,16805632474.64,6997702708.61,333867249.73,434724689.05,18859616318.77,2671212366.08,33867352859.23,34695404201.11,1279537098.75,17603074022.16,11049124070.5,555984594.27,9573112155.33,10149418654.399998,452974527.84000003,9154037654.04,659155499.04,385637069.77,496856924.40999997,-4067904.7599999905,484011801.84999996,-3483505.1899999976,535030860.19000006,537087845.2299998,537087845.2299995
CN,600522,600522,2024,Q3,2024-09-30,CNY,12899932798.36,12060669375.79,11038686373.240002,46043308.36,252434012.94999993,205954528.61000007,-2725238.8999999985,994267975.3299999,9441661.61,18301744.4,140961053.8,851065702.6700001,3412949652.0,11311424599.95,18327514138.55,1436795522.15,13006358835.08,18099945214.58,554767429.23,6118158294.76,40847603734.57,1053849345.41,1007529084.78,16962117017.8,7068257766.06,348577117.6,511349228.07,19298851250.26,2852280662.39,34861087997.32,35658588839.72,537379748.49,18444064346.43,11421386698.01,589758968.83,9496370448.32,12617370221.850002,368330498.15999997,10631542346.539997,660982677.46,289062947.1,353470184.9000001,1140385359.79,193251914.60000002,-285047278.92999995,-1222179859.5500002,-358943170.6099999,-358943170.6100006
CN,600522,600522,2024,Q4,2024-12-31,CNY,13739057220.079998,13402185387.060001,12256728891.920002,52576643.349999994,406301028.5500001,191995683.25,-11655107.43,560315164.4500003,8249965.52,12684648.930000003,29915387.909999967,527142067.0999999,3412949652.0,11341319781.66,18462280256.67,1781158080.84,17014946454.71,14728096003.79,727618129.51,5718934989.7,41507969978.67,1094716315.25,1093134329.43,16816411837.47,6650424127.89,511831076.21,409290809.51,19589768956.15,2919302021.21,34994171832.06,35815310838.78,530467787.22,15111986100.53,11517683141.45,529406788.1,10658160471.11,14747142752.269997,145445441.6300001,8809610063.370003,716391480.28,329311291.18000007,592486779.3899999,4553641570.05,661176350.59,-493709033.67,132214384.63000011,4179369682.63,4179369682.630001
CN,600522,600522,2025,Q1,2025-03-31,CNY,9755837943.24,9111412145.83,8331827298.67,32844339.99,290743030.91,165716689.39,-59305781.29,755762923.07,1732198.69,14152805.91,119362889.97,627613415.73,3412949652.0,11367819504.14,19093634828.38,1781158080.84,15749905299.62,14251729187.61,848404081.91,7042374321.68,41437637359.74,1084229061.41,1085821206.38,16669327257.83,6552586814.47,291370591.35,372063857.89,18506349863.54,3131611613.54,35654763376.46,36469003140.49,530396238.84,14663868102.42,11082423841.61,614195529.42,10529641821.99,9915293162.48,336572644.3,9965234165.63,879746347.48,252404051.0,477221118.6,-1136247540.17,300124674.46,-260512078.0,91695535.46,-1284723608.41,14695495293.61
