country,code,symbol,fiscal_year,period,report_date,reported_currency,revenue,net_income,pretax_income,operating_profit,gross_profit,admin_expense,other_income,interest_expense,income_tax,comprehensive_income,basic_eps,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash_equivalents,total_assets,total_equity,current_assets,total_liabilities,current_liabilities,fixed_assets,share_capital
HK,09988,09988,2021,Q3,2021-09-30,HKD,200690000000.0,5488000000.0,9464000000.0,15006000000.0,70940000000.0,8874000000.0,0.0,1267000000.0,6087000000.0,0.0,0.25,35830000000.0,-29773000000.0,-23670000000.0,272206000000.0,1725674000000.0,973218000000.0,638047000000.0,617357000000.0,387863000000.0,157066000000.0,1000000.0
HK,09988,09988,2021,Q4,2021-12-31,HKD,242580000000.0,27809000000.0,28777000000.0,7068000000.0,95922000000.0,8465000000.0,0.0,1186000000.0,9553000000.0,65436000000.0,1.29,80366000000.0,-33790000000.0,-18697000000.0,293113000000.0,1760567000000.0,984907000000.0,675138000000.0,640413000000.0,410507000000.0,165056000000.0,1000000.0
HK,09988,09988,2022,Q1,2022-03-31,HKD,853062000000.0,62249000000.0,73894000000.0,69638000000.0,313612000000.0,31922000000.0,0.0,4909000000.0,26815000000.0,30982000000.0,2.87,142759000000.0,-198592000000.0,-64449000000.0,189898000000.0,1695553000000.0,958134000000.0,638535000000.0,613360000000.0,383784000000.0,171806000000.0,1000000.0
HK,09988,09988,2022,Q2,2022-06-30,HKD,205555000000.0,22659000000.0,25697000000.0,24943000000.0,75898000000.0,8433000000.0,0.0,1244000000.0,5399000000.0,0.0,1.07,33869000000.0,-27607000000.0,-21022000000.0,176732000000.0,1708368000000.0,972497000000.0,644964000000.0,612038000000.0,375584000000.0,177812000000.0,1000000.0
HK,09988,09988,2022,Q3,2022-09-30,HKD,207176000000.0,-20433000000.0,-19895000000.0,25137000000.0,75966000000.0,10591000000.0,0.0,1388000000.0,2572000000.0,0.0,-0.9700000000000001,47112000000.0,-8148000000.0,-11470000000.0,206711000000.0,1712544000000.0,957657000000.0,677709000000.0,630072000000.0,382861000000.0,179567000000.0,1000000.0
HK,09988,09988,2022,Q4,2022-12-31,HKD,247756000000.0,46913000000.0,49566000000.0,35031000000.0,97751000000.0,10327000000.0,0.0,1550000000.0,3820000000.0,0.0,2.2199999999999998,87370000000.0,-72943000000.0,-23808000000.0,195249000000.0,1772124000000.0,985608000000.0,728376000000.0,662341000000.0,417835000000.0,177796000000.0,1000000.0
HK,09988,09988,2023,Q1,2023-03-31,HKD,868687000000.0,72783000000.0,81122000000.0,100351000000.0,318992000000.0,42183000000.0,0.0,5918000000.0,15549000000.0,89408000000.0,3.46,199752000000.0,-135506000000.0,-65619000000.0,193086000000.0,1753044000000.0,999515000000.0,697966000000.0,630123000000.0,385351000000.0,176031000000.0,1000000.0
HK,09988,09988,2023,Q2,2023-06-30,HKD,234156000000.0,34242000000.0,39022000000.0,42490000000.0,91809000000.0,7297000000.0,0.0,1784000000.0,6022000000.0,0.0,1.68,45306000000.0,12595000000.0,-24636000000.0,226405000000.0,1776804000000.0,1023464000000.0,730435000000.0,629763000000.0,380239000000.0,175859000000.0,1000000.0
HK,09988,09988,2023,Q3,2023-09-30,HKD,224790000000.0,27847000000.0,32493000000.0,33584000000.0,85126000000.0,9408000000.0,0.0,1854000000.0,5797000000.0,76627000000.0,1.36,49231000000.0,-23761000000.0,-12382000000.0,243716000000.0,1811590000000.0,1045410000000.0,757956000000.0,641544000000.0,389810000000.0,179436000000.0,1000000.0
HK,09988,09988,2023,Q4,2023-12-31,HKD,260348000000.0,14555000000.0,15705000000.0,22511000000.0,104134000000.0,11261000000.0,0.0,2132000000.0,4988000000.0,0.0,0.7199999999999998,64716000000.0,-30925000000.0,-17214000000.0,254804000000.0,1820966000000.0,1021151000000.0,807242000000.0,678536000000.0,448754000000.0,181608000000.0,1000000.0
HK,09988,09988,2024,Q1,2024-03-31,HKD,941168000000.0,80009000000.0,93861000000.0,113350000000.0,354845000000.0,41985000000.0,0.0,7947000000.0,22529000000.0,85717000000.0,3.95,182593000000.0,-21824000000.0,-108244000000.0,248125000000.0,1764829000000.0,997272000000.0,752864000000.0,652230000000.0,421507000000.0,185161000000.0,1000000.0
HK,09988,09988,2024,Q2,2024-06-30,HKD,243236000000.0,24390000000.0,34085000000.0,35989000000.0,97130000000.0,13280000000.0,0.0,2188000000.0,10063000000.0,0.0,1.26,33636000000.0,-35829000000.0,-19582000000.0,219167000000.0,1785054000000.0,948928000000.0,653690000000.0,731694000000.0,462890000000.0,194222000000.0,1000000.0
HK,09988,09988,2024,Q3,2024-09-30,HKD,236503000000.0,44033000000.0,50926000000.0,35246000000.0,92474000000.0,9777000000.0,0.0,2427000000.0,7379000000.0,64280000000.0,2.3200000000000003,31438000000.0,964000000.0,-66782000000.0,182992000000.0,1762712000000.0,965517000000.0,609102000000.0,704834000000.0,444868000000.0,207917000000.0,1000000.0
HK,09988,09988,2024,Q4,2024-12-31,HKD,280154000000.0,49127000000.0,57583000000.0,41205000000.0,117630000000.0,10851000000.0,0.0,2485000000.0,11149000000.0,0.0,2.62,70915000000.0,-111003000000.0,14251000000.0,162784000000.0,1854964000000.0,1012607000000.0,677842000000.0,760169000000.0,457359000000.0,226831000000.0,1000000.0
HK,09988,09988,2025,Q1,2025-03-31,HKD,996347000000.0,130109000000.0,161421000000.0,140905000000.0,398062000000.0,44239000000.0,0.0,9596000000.0,35445000000.0,125785000000.0,6.89,163509000000.0,-185415000000.0,-76215000000.0,145487000000.0,1804227000000.0,1021571000000.0,674049000000.0,714121000000.0,435346000000.0,203348000000.0,1000000.0
HK,09988,09988,2025,Q2,2025-06-30,HKD,247652000000.0,40649000000.0,51247000000.0,34988000000.0,111223000000.0,7398000000.0,0.0,2478000000.0,8865000000.0,0.0,2.32,20672000000.0,18328000000.0,-2731000000.0,183120000000.0,1847085000000.0,1023593000000.0,686071000000.0,753766000000.0,473627000000.0,220835000000.0,1000000.0
HK,09988,09988,2025,Q3,2025-09-30,HKD,247795000000.0,21019000000.0,26162000000.0,5365000000.0,97014000000.0,7380000000.0,0.0,2517000000.0,5550000000.0,57874000000.0,1.1300000000000003,10099000000.0,-69652000000.0,10902000000.0,135069000000.0,1883880000000.0,1042379000000.0,646619000000.0,772095000000.0,444137000000.0,246539000000.0,1000000.0
HK,09988,09988,2025,Q4,2025-12-31,HKD,284843000000.0,16383000000.0,24091000000.0,10645000000.0,115309000000.0,8355000000.0,0.0,2557000000.0,8460000000.0,0.0,0.8799999999999999,36032000000.0,-25716000000.0,-13742000000.0,128174000000.0,1878299000000.0,1047406000000.0,612216000000.0,772371000000.0,459811000000.0,254478000000.0,1000000.0
HK,09988,09988,2026,Q1,2026-03-31,HKD,1023670000000.0,103592000000.0,132172000000.0,50150000000.0,407534000000.0,33082000000.0,0.0,9793000000.0,30045000000.0,85314000000.0,5.7,76213000000.0,-67336000000.0,-20573000000.0,131530000000.0,1909570000000.0,1068731000000.0,610769000000.0,783300000000.0,476398000000.0,282699000000.0,1000000.0
